Oscilloscope data. 
Time step = 1,000 uS
Voltage step = 15,63 mV
Zero level = 129

N 	Smpl.	Trig
370	80	0
371	107	0
372	194	0
373	113	0
374	75	0
375	179	0
376	153	0
377	65	0
378	146	0
379	184	0
380	80	0
381	107	0
382	193	0
383	113	0
384	75	0
385	179	0
386	153	0
387	65	0
388	147	0
389	184	0
390	80	0
391	107	0
392	194	0
393	113	0
394	75	0
395	180	0
396	153	0
397	65	0
398	146	0
399	183	0
400	80	0
401	107	0
402	195	0
403	113	0
404	75	0
405	180	0
406	154	0
407	65	0
408	146	0
409	184	0
410	80	0
411	107	0
412	193	0
413	113	0
414	75	0
415	180	0
416	153	0
417	65	0
418	145	0
419	184	0
420	80	0
421	107	0
422	195	0
423	113	0
424	75	0
425	180	0
426	153	0
427	65	0
428	147	0
429	183	0
430	80	0
431	107	0
432	194	0
433	113	0
434	75	0
435	180	0
436	153	0
437	65	0
438	147	0
439	184	0
440	80	0
441	106	0
442	194	0
443	113	0
444	75	0
445	180	0
446	154	0
447	65	0
448	147	0
449	184	0
450	80	0
451	107	0
452	194	0
453	113	0
454	75	0
455	180	0
456	153	0
457	65	0
458	146	0
459	184	0
460	80	0
461	107	0
462	193	0
463	113	0
464	75	0
465	179	0
466	153	0
467	65	0
468	147	0
469	183	0
470	80	0
471	107	0
472	193	0
473	113	0
474	75	0
475	179	0
476	153	0
477	65	0
478	146	0
479	184	0
480	80	0
481	107	0
482	194	0
483	113	0
484	75	0
485	180	0
486	153	0
487	65	0
488	146	0
489	183	0
490	80	0
491	107	0
492	194	0
493	113	0
494	75	0
495	180	0
496	153	0
497	66	0
498	146	0
499	183	0
500	80	0
501	107	0
502	193	0
503	113	0
504	75	0
505	180	0
506	153	0
507	65	0
508	146	0
509	183	0
510	80	0
511	107	0
512	194	0
513	113	0
514	75	0
515	180	0
516	153	0
517	65	0
518	146	0
519	183	0
520	80	0
521	107	0
522	195	0
523	113	0
524	75	0
525	180	0
526	153	0
527	65	0
528	147	0
529	183	0
530	80	0
531	107	0
532	193	0
533	113	0
534	75	0
535	180	0
536	153	0
537	65	0
538	146	0
539	183	0
540	80	0
541	107	0
542	193	0
543	113	0
544	75	0
545	180	0
546	153	0
547	65	0
548	145	0
549	183	0
550	80	0
551	107	0
552	195	0
553	113	0
554	75	0
555	179	0
556	153	0
557	65	0
558	147	0
559	184	0
560	80	0
561	107	0
562	194	0
563	113	0
564	75	0
565	180	0
566	153	0
567	65	0
568	146	0
569	183	0
570	80	0
571	107	0
572	193	0
573	114	0
574	75	0
575	180	0
576	153	0
577	65	0
578	147	0
579	183	0
580	80	0
581	107	0
582	194	0
583	113	0
584	75	0
585	180	0
586	154	0
587	65	0
588	147	0
589	183	0
590	80	0
591	107	0
592	194	0
593	113	0
594	75	0
595	180	0
596	154	0
597	65	0
598	147	0
599	183	0
600	80	0
601	107	0
602	193	0
603	113	0
604	75	0
605	180	0
606	154	0
607	65	0
608	147	0
609	183	0
610	80	0
611	107	0
612	193	0
613	113	0
614	75	0
615	180	0
616	153	0
617	65	0
618	146	0
619	183	0
620	80	0
621	107	0
622	193	0
623	113	0
624	75	0
625	180	0
626	153	0
627	65	0
628	146	0
629	184	0
630	79	0
631	107	0
632	193	0
633	113	0
634	75	0
635	180	0
636	153	0
637	65	0
638	145	0
639	184	0
640	80	0
641	107	0
642	194	0
643	113	0
644	75	0
645	180	0
646	153	0
647	65	0
648	146	0
649	183	0
650	80	0
651	107	0
652	194	0
653	113	0
654	75	0
655	180	0
656	153	0
657	65	0
658	147	0
659	184	0
660	80	0
661	107	0
662	194	0
663	113	0
664	75	0
665	180	0
666	153	0
667	65	0
668	146	0
669	183	0
670	80	0
671	106	0
672	193	0
673	113	0
674	75	0
675	180	0
676	153	0
677	65	0
678	145	0
679	184	0
680	80	0
681	107	0
682	193	0
683	113	0
684	75	0
685	180	0
686	153	0
687	65	0
688	147	0
689	183	0
690	80	0
691	107	0
692	195	0
693	113	0
694	75	0
695	180	0
696	153	0
697	65	0
698	146	0
699	183	0
700	80	0
701	107	0
702	193	0
703	113	0
704	75	0
705	179	0
706	153	0
707	65	0
708	147	0
709	184	0
710	80	0
711	107	0
712	193	0
713	113	0
714	75	0
715	179	0
716	153	0
717	65	0
718	146	0
719	183	0
720	80	0
721	106	0
722	194	0
723	113	0
724	75	0
725	180	0
726	153	0
727	65	0
728	147	0
729	183	0
730	80	0
731	107	0
732	193	0
733	113	0
734	75	0
735	180	0
736	153	0
737	65	0
738	146	0
739	183	0
740	80	0
741	107	0
742	195	0
743	113	0
744	75	0
745	180	0
746	153	0
747	65	0
748	147	0
749	183	0
750	80	0
751	107	0
752	193	0
753	113	0
754	75	0
755	179	0
756	153	0
757	65	0
758	145	0
759	184	0
760	80	0
761	107	0
762	193	0
763	113	0
764	75	0
765	180	0
766	153	0
767	65	0
768	146	0
769	183	0
770	80	0
771	106	0
772	193	0
773	113	0
774	75	0
775	179	0
776	153	0
777	65	0
778	147	0
779	183	0
780	80	0
781	107	0
782	193	0
783	113	0
784	75	0
785	180	0
786	153	0
787	65	0
788	147	0
789	183	0
790	79	0
791	106	0
792	193	0
793	112	0
794	75	0
795	180	0
796	153	0
797	65	0
798	145	0
799	183	0
800	80	0
801	107	0
802	193	0
803	113	0
804	75	0
805	180	0
806	153	0
807	65	0
808	147	0
809	183	0
810	80	0
811	107	0
812	193	0
813	113	0
814	75	0
815	180	0
816	154	0
817	65	0
818	147	0
819	184	0
820	80	0
821	107	0
822	193	0
823	113	0
824	75	0
825	179	0
826	153	0
827	65	0
828	146	0
829	184	0
830	80	0
831	107	0
832	193	0
833	113	0
834	75	0
835	180	0
836	153	0
837	65	0
838	147	0
839	184	0
840	80	0
841	107	0
842	195	0
843	113	0
844	75	0
845	180	0
846	153	0
847	65	0
848	146	0
849	183	0
850	80	0
851	107	0
852	194	0
853	114	0
854	75	0
855	180	0
856	153	0
857	65	0
858	147	0
859	184	0
860	80	0
861	107	0
862	194	0
863	113	0
864	75	0
865	180	0
866	153	0
867	65	0
868	147	0
869	183	0
870	80	0
871	107	0
872	193	0
873	113	0
874	75	0
875	180	0
876	153	0
877	65	0
878	147	0
879	183	0
880	80	0
881	106	0
882	193	0
883	113	0
884	75	0
885	180	0
886	153	0
887	65	0
888	146	0
889	183	0
890	80	0
891	107	0
892	193	0
893	113	0
894	75	0
895	179	0
896	153	0
897	65	0
898	146	0
899	183	0
900	80	0
901	107	0
902	193	0
903	113	0
904	75	0
905	180	0
906	154	0
907	65	0
908	147	0
909	184	0
910	80	0
911	107	0
912	193	0
913	113	0
914	75	0
915	180	0
916	153	0
917	67	0
918	146	0
919	184	0
920	80	0
921	107	0
922	193	0
923	113	0
924	75	0
925	180	0
926	153	0
927	65	0
928	146	0
929	183	0
930	80	0
931	107	0
932	193	0
933	114	0
934	75	0
935	180	0
936	155	0
937	65	0
938	147	0
939	184	0
940	80	0
941	107	0
942	194	0
943	113	0
944	76	0
945	180	0
946	154	0
947	66	0
948	147	0
949	183	0
950	80	0
951	107	0
952	193	0
953	113	0
954	75	0
955	180	0
956	153	0
957	65	0
958	146	0
959	184	0
960	80	0
961	107	0
962	193	0
963	113	0
964	75	0
965	180	0
966	153	0
967	65	0
968	145	0
969	183	0
970	80	0
971	107	0
972	195	0
973	113	0
974	76	0
975	180	0
976	153	0
977	65	0
978	145	0
979	183	0
980	80	0
981	107	0
982	194	0
983	113	0
984	75	0
985	180	0
986	154	0
987	65	0
988	147	0
989	183	0
990	80	0
991	107	0
992	193	0
993	113	0
994	75	0
995	180	0
996	153	0
997	65	0
998	146	0
999	183	0
